noun,condition,adjective,denotation,phrase
legit,abstract,good,subsective,good legit
legit,abstract,recent,subsective,recent legit
legit,abstract,typical,subsective,typical legit
legit,abstract,new,subsective,new legit
legit,abstract,possible,non-subsective,possible legit
legit,abstract,potential,non-subsective,potential legit
legit,abstract,past,non-subsective,past legit
legit,abstract,fake,non-subsective,fake legit
ego,abstract,good,subsective,good ego
ego,abstract,recent,subsective,recent ego
ego,abstract,typical,subsective,typical ego
ego,abstract,new,subsective,new ego
ego,abstract,possible,non-subsective,possible ego
ego,abstract,potential,non-subsective,potential ego
ego,abstract,past,non-subsective,past ego
ego,abstract,fake,non-subsective,fake ego
amends,abstract,good,subsective,good amends
amends,abstract,recent,subsective,recent amends
amends,abstract,typical,subsective,typical amends
amends,abstract,new,subsective,new amends
amends,abstract,possible,non-subsective,possible amends
amends,abstract,potential,non-subsective,potential amends
amends,abstract,past,non-subsective,past amends
amends,abstract,fake,non-subsective,fake amends
ethic,abstract,good,subsective,good ethic
ethic,abstract,recent,subsective,recent ethic
ethic,abstract,typical,subsective,typical ethic
ethic,abstract,new,subsective,new ethic
ethic,abstract,possible,non-subsective,possible ethic
ethic,abstract,potential,non-subsective,potential ethic
ethic,abstract,past,non-subsective,past ethic
ethic,abstract,fake,non-subsective,fake ethic
affront,abstract,good,subsective,good affront
affront,abstract,recent,subsective,recent affront
affront,abstract,typical,subsective,typical affront
affront,abstract,new,subsective,new affront
affront,abstract,possible,non-subsective,possible affront
affront,abstract,potential,non-subsective,potential affront
affront,abstract,past,non-subsective,past affront
affront,abstract,fake,non-subsective,fake affront
sorcery,abstract,good,subsective,good sorcery
sorcery,abstract,recent,subsective,recent sorcery
sorcery,abstract,typical,subsective,typical sorcery
sorcery,abstract,new,subsective,new sorcery
sorcery,abstract,possible,non-subsective,possible sorcery
sorcery,abstract,potential,non-subsective,potential sorcery
sorcery,abstract,past,non-subsective,past sorcery
sorcery,abstract,fake,non-subsective,fake sorcery
despair,abstract,good,subsective,good despair
despair,abstract,recent,subsective,recent despair
despair,abstract,typical,subsective,typical despair
despair,abstract,new,subsective,new despair
despair,abstract,possible,non-subsective,possible despair
despair,abstract,potential,non-subsective,potential despair
despair,abstract,past,non-subsective,past despair
despair,abstract,fake,non-subsective,fake despair
denial,abstract,good,subsective,good denial
denial,abstract,recent,subsective,recent denial
denial,abstract,typical,subsective,typical denial
denial,abstract,new,subsective,new denial
denial,abstract,possible,non-subsective,possible denial
denial,abstract,potential,non-subsective,potential denial
denial,abstract,past,non-subsective,past denial
denial,abstract,fake,non-subsective,fake denial
imagery,abstract,good,subsective,good imagery
imagery,abstract,recent,subsective,recent imagery
imagery,abstract,typical,subsective,typical imagery
imagery,abstract,new,subsective,new imagery
imagery,abstract,possible,non-subsective,possible imagery
imagery,abstract,potential,non-subsective,potential imagery
imagery,abstract,past,non-subsective,past imagery
imagery,abstract,fake,non-subsective,fake imagery
health,abstract,good,subsective,good health
health,abstract,recent,subsective,recent health
health,abstract,typical,subsective,typical health
health,abstract,new,subsective,new health
health,abstract,possible,non-subsective,possible health
health,abstract,potential,non-subsective,potential health
health,abstract,past,non-subsective,past health
health,abstract,fake,non-subsective,fake health
wisdom,abstract,good,subsective,good wisdom
wisdom,abstract,recent,subsective,recent wisdom
wisdom,abstract,typical,subsective,typical wisdom
wisdom,abstract,new,subsective,new wisdom
wisdom,abstract,possible,non-subsective,possible wisdom
wisdom,abstract,potential,non-subsective,potential wisdom
wisdom,abstract,past,non-subsective,past wisdom
wisdom,abstract,fake,non-subsective,fake wisdom
dibs,abstract,good,subsective,good dibs
dibs,abstract,recent,subsective,recent dibs
dibs,abstract,typical,subsective,typical dibs
dibs,abstract,new,subsective,new dibs
dibs,abstract,possible,non-subsective,possible dibs
dibs,abstract,potential,non-subsective,potential dibs
dibs,abstract,past,non-subsective,past dibs
dibs,abstract,fake,non-subsective,fake dibs
potency,abstract,good,subsective,good potency
potency,abstract,recent,subsective,recent potency
potency,abstract,typical,subsective,typical potency
potency,abstract,new,subsective,new potency
potency,abstract,possible,non-subsective,possible potency
potency,abstract,potential,non-subsective,potential potency
potency,abstract,past,non-subsective,past potency
potency,abstract,fake,non-subsective,fake potency
dualism,abstract,good,subsective,good dualism
dualism,abstract,recent,subsective,recent dualism
dualism,abstract,typical,subsective,typical dualism
dualism,abstract,new,subsective,new dualism
dualism,abstract,possible,non-subsective,possible dualism
dualism,abstract,potential,non-subsective,potential dualism
dualism,abstract,past,non-subsective,past dualism
dualism,abstract,fake,non-subsective,fake dualism
homing,abstract,good,subsective,good homing
homing,abstract,recent,subsective,recent homing
homing,abstract,typical,subsective,typical homing
homing,abstract,new,subsective,new homing
homing,abstract,possible,non-subsective,possible homing
homing,abstract,potential,non-subsective,potential homing
homing,abstract,past,non-subsective,past homing
homing,abstract,fake,non-subsective,fake homing
screwy,abstract,good,subsective,good screwy
screwy,abstract,recent,subsective,recent screwy
screwy,abstract,typical,subsective,typical screwy
screwy,abstract,new,subsective,new screwy
screwy,abstract,possible,non-subsective,possible screwy
screwy,abstract,potential,non-subsective,potential screwy
screwy,abstract,past,non-subsective,past screwy
screwy,abstract,fake,non-subsective,fake screwy
prelude,abstract,good,subsective,good prelude
prelude,abstract,recent,subsective,recent prelude
prelude,abstract,typical,subsective,typical prelude
prelude,abstract,new,subsective,new prelude
prelude,abstract,possible,non-subsective,possible prelude
prelude,abstract,potential,non-subsective,potential prelude
prelude,abstract,past,non-subsective,past prelude
prelude,abstract,fake,non-subsective,fake prelude
racism,abstract,good,subsective,good racism
racism,abstract,recent,subsective,recent racism
racism,abstract,typical,subsective,typical racism
racism,abstract,new,subsective,new racism
racism,abstract,possible,non-subsective,possible racism
racism,abstract,potential,non-subsective,potential racism
racism,abstract,past,non-subsective,past racism
racism,abstract,fake,non-subsective,fake racism
caving,abstract,good,subsective,good caving
caving,abstract,recent,subsective,recent caving
caving,abstract,typical,subsective,typical caving
caving,abstract,new,subsective,new caving
caving,abstract,possible,non-subsective,possible caving
caving,abstract,potential,non-subsective,potential caving
caving,abstract,past,non-subsective,past caving
caving,abstract,fake,non-subsective,fake caving
decency,abstract,good,subsective,good decency
decency,abstract,recent,subsective,recent decency
decency,abstract,typical,subsective,typical decency
decency,abstract,new,subsective,new decency
decency,abstract,possible,non-subsective,possible decency
decency,abstract,potential,non-subsective,potential decency
decency,abstract,past,non-subsective,past decency
decency,abstract,fake,non-subsective,fake decency
output,abstract,good,subsective,good output
output,abstract,recent,subsective,recent output
output,abstract,typical,subsective,typical output
output,abstract,new,subsective,new output
output,abstract,possible,non-subsective,possible output
output,abstract,potential,non-subsective,potential output
output,abstract,past,non-subsective,past output
output,abstract,fake,non-subsective,fake output
dogma,abstract,good,subsective,good dogma
dogma,abstract,recent,subsective,recent dogma
dogma,abstract,typical,subsective,typical dogma
dogma,abstract,new,subsective,new dogma
dogma,abstract,possible,non-subsective,possible dogma
dogma,abstract,potential,non-subsective,potential dogma
dogma,abstract,past,non-subsective,past dogma
dogma,abstract,fake,non-subsective,fake dogma
anti,abstract,good,subsective,good anti
anti,abstract,recent,subsective,recent anti
anti,abstract,typical,subsective,typical anti
anti,abstract,new,subsective,new anti
anti,abstract,possible,non-subsective,possible anti
anti,abstract,potential,non-subsective,potential anti
anti,abstract,past,non-subsective,past anti
anti,abstract,fake,non-subsective,fake anti
dismay,abstract,good,subsective,good dismay
dismay,abstract,recent,subsective,recent dismay
dismay,abstract,typical,subsective,typical dismay
dismay,abstract,new,subsective,new dismay
dismay,abstract,possible,non-subsective,possible dismay
dismay,abstract,potential,non-subsective,potential dismay
dismay,abstract,past,non-subsective,past dismay
dismay,abstract,fake,non-subsective,fake dismay
demerit,abstract,good,subsective,good demerit
demerit,abstract,recent,subsective,recent demerit
demerit,abstract,typical,subsective,typical demerit
demerit,abstract,new,subsective,new demerit
demerit,abstract,possible,non-subsective,possible demerit
demerit,abstract,potential,non-subsective,potential demerit
demerit,abstract,past,non-subsective,past demerit
demerit,abstract,fake,non-subsective,fake demerit
triumph,abstract,good,subsective,good triumph
triumph,abstract,recent,subsective,recent triumph
triumph,abstract,typical,subsective,typical triumph
triumph,abstract,new,subsective,new triumph
triumph,abstract,possible,non-subsective,possible triumph
triumph,abstract,potential,non-subsective,potential triumph
triumph,abstract,past,non-subsective,past triumph
triumph,abstract,fake,non-subsective,fake triumph
odds,abstract,good,subsective,good odds
odds,abstract,recent,subsective,recent odds
odds,abstract,typical,subsective,typical odds
odds,abstract,new,subsective,new odds
odds,abstract,possible,non-subsective,possible odds
odds,abstract,potential,non-subsective,potential odds
odds,abstract,past,non-subsective,past odds
odds,abstract,fake,non-subsective,fake odds
par,abstract,good,subsective,good par
par,abstract,recent,subsective,recent par
par,abstract,typical,subsective,typical par
par,abstract,new,subsective,new par
par,abstract,possible,non-subsective,possible par
par,abstract,potential,non-subsective,potential par
par,abstract,past,non-subsective,past par
par,abstract,fake,non-subsective,fake par
opinion,abstract,good,subsective,good opinion
opinion,abstract,recent,subsective,recent opinion
opinion,abstract,typical,subsective,typical opinion
opinion,abstract,new,subsective,new opinion
opinion,abstract,possible,non-subsective,possible opinion
opinion,abstract,potential,non-subsective,potential opinion
opinion,abstract,past,non-subsective,past opinion
opinion,abstract,fake,non-subsective,fake opinion
hassle,abstract,good,subsective,good hassle
hassle,abstract,recent,subsective,recent hassle
hassle,abstract,typical,subsective,typical hassle
hassle,abstract,new,subsective,new hassle
hassle,abstract,possible,non-subsective,possible hassle
hassle,abstract,potential,non-subsective,potential hassle
hassle,abstract,past,non-subsective,past hassle
hassle,abstract,fake,non-subsective,fake hassle
mockery,abstract,good,subsective,good mockery
mockery,abstract,recent,subsective,recent mockery
mockery,abstract,typical,subsective,typical mockery
mockery,abstract,new,subsective,new mockery
mockery,abstract,possible,non-subsective,possible mockery
mockery,abstract,potential,non-subsective,potential mockery
mockery,abstract,past,non-subsective,past mockery
mockery,abstract,fake,non-subsective,fake mockery
oddity,abstract,good,subsective,good oddity
oddity,abstract,recent,subsective,recent oddity
oddity,abstract,typical,subsective,typical oddity
oddity,abstract,new,subsective,new oddity
oddity,abstract,possible,non-subsective,possible oddity
oddity,abstract,potential,non-subsective,potential oddity
oddity,abstract,past,non-subsective,past oddity
oddity,abstract,fake,non-subsective,fake oddity
rebirth,abstract,good,subsective,good rebirth
rebirth,abstract,recent,subsective,recent rebirth
rebirth,abstract,typical,subsective,typical rebirth
rebirth,abstract,new,subsective,new rebirth
rebirth,abstract,possible,non-subsective,possible rebirth
rebirth,abstract,potential,non-subsective,potential rebirth
rebirth,abstract,past,non-subsective,past rebirth
rebirth,abstract,fake,non-subsective,fake rebirth
earnest,abstract,good,subsective,good earnest
earnest,abstract,recent,subsective,recent earnest
earnest,abstract,typical,subsective,typical earnest
earnest,abstract,new,subsective,new earnest
earnest,abstract,possible,non-subsective,possible earnest
earnest,abstract,potential,non-subsective,potential earnest
earnest,abstract,past,non-subsective,past earnest
earnest,abstract,fake,non-subsective,fake earnest
loyalty,abstract,good,subsective,good loyalty
loyalty,abstract,recent,subsective,recent loyalty
loyalty,abstract,typical,subsective,typical loyalty
loyalty,abstract,new,subsective,new loyalty
loyalty,abstract,possible,non-subsective,possible loyalty
loyalty,abstract,potential,non-subsective,potential loyalty
loyalty,abstract,past,non-subsective,past loyalty
loyalty,abstract,fake,non-subsective,fake loyalty
renewal,abstract,good,subsective,good renewal
renewal,abstract,recent,subsective,recent renewal
renewal,abstract,typical,subsective,typical renewal
renewal,abstract,new,subsective,new renewal
renewal,abstract,possible,non-subsective,possible renewal
renewal,abstract,potential,non-subsective,potential renewal
renewal,abstract,past,non-subsective,past renewal
renewal,abstract,fake,non-subsective,fake renewal
godsend,abstract,good,subsective,good godsend
godsend,abstract,recent,subsective,recent godsend
godsend,abstract,typical,subsective,typical godsend
godsend,abstract,new,subsective,new godsend
godsend,abstract,possible,non-subsective,possible godsend
godsend,abstract,potential,non-subsective,potential godsend
godsend,abstract,past,non-subsective,past godsend
godsend,abstract,fake,non-subsective,fake godsend
frenzy,abstract,good,subsective,good frenzy
frenzy,abstract,recent,subsective,recent frenzy
frenzy,abstract,typical,subsective,typical frenzy
frenzy,abstract,new,subsective,new frenzy
frenzy,abstract,possible,non-subsective,possible frenzy
frenzy,abstract,potential,non-subsective,potential frenzy
frenzy,abstract,past,non-subsective,past frenzy
frenzy,abstract,fake,non-subsective,fake frenzy
blues,abstract,good,subsective,good blues
blues,abstract,recent,subsective,recent blues
blues,abstract,typical,subsective,typical blues
blues,abstract,new,subsective,new blues
blues,abstract,possible,non-subsective,possible blues
blues,abstract,potential,non-subsective,potential blues
blues,abstract,past,non-subsective,past blues
blues,abstract,fake,non-subsective,fake blues
havoc,abstract,good,subsective,good havoc
havoc,abstract,recent,subsective,recent havoc
havoc,abstract,typical,subsective,typical havoc
havoc,abstract,new,subsective,new havoc
havoc,abstract,possible,non-subsective,possible havoc
havoc,abstract,potential,non-subsective,potential havoc
havoc,abstract,past,non-subsective,past havoc
havoc,abstract,fake,non-subsective,fake havoc
zeal,abstract,good,subsective,good zeal
zeal,abstract,recent,subsective,recent zeal
zeal,abstract,typical,subsective,typical zeal
zeal,abstract,new,subsective,new zeal
zeal,abstract,possible,non-subsective,possible zeal
zeal,abstract,potential,non-subsective,potential zeal
zeal,abstract,past,non-subsective,past zeal
zeal,abstract,fake,non-subsective,fake zeal
persona,abstract,good,subsective,good persona
persona,abstract,recent,subsective,recent persona
persona,abstract,typical,subsective,typical persona
persona,abstract,new,subsective,new persona
persona,abstract,possible,non-subsective,possible persona
persona,abstract,potential,non-subsective,potential persona
persona,abstract,past,non-subsective,past persona
persona,abstract,fake,non-subsective,fake persona
irony,abstract,good,subsective,good irony
irony,abstract,recent,subsective,recent irony
irony,abstract,typical,subsective,typical irony
irony,abstract,new,subsective,new irony
irony,abstract,possible,non-subsective,possible irony
irony,abstract,potential,non-subsective,potential irony
irony,abstract,past,non-subsective,past irony
irony,abstract,fake,non-subsective,fake irony
tad,abstract,good,subsective,good tad
tad,abstract,recent,subsective,recent tad
tad,abstract,typical,subsective,typical tad
tad,abstract,new,subsective,new tad
tad,abstract,possible,non-subsective,possible tad
tad,abstract,potential,non-subsective,potential tad
tad,abstract,past,non-subsective,past tad
tad,abstract,fake,non-subsective,fake tad
motive,abstract,good,subsective,good motive
motive,abstract,recent,subsective,recent motive
motive,abstract,typical,subsective,typical motive
motive,abstract,new,subsective,new motive
motive,abstract,possible,non-subsective,possible motive
motive,abstract,potential,non-subsective,potential motive
motive,abstract,past,non-subsective,past motive
motive,abstract,fake,non-subsective,fake motive
pseudo,abstract,good,subsective,good pseudo
pseudo,abstract,recent,subsective,recent pseudo
pseudo,abstract,typical,subsective,typical pseudo
pseudo,abstract,new,subsective,new pseudo
pseudo,abstract,possible,non-subsective,possible pseudo
pseudo,abstract,potential,non-subsective,potential pseudo
pseudo,abstract,past,non-subsective,past pseudo
pseudo,abstract,fake,non-subsective,fake pseudo
romance,abstract,good,subsective,good romance
romance,abstract,recent,subsective,recent romance
romance,abstract,typical,subsective,typical romance
romance,abstract,new,subsective,new romance
romance,abstract,possible,non-subsective,possible romance
romance,abstract,potential,non-subsective,potential romance
romance,abstract,past,non-subsective,past romance
romance,abstract,fake,non-subsective,fake romance
glee,abstract,good,subsective,good glee
glee,abstract,recent,subsective,recent glee
glee,abstract,typical,subsective,typical glee
glee,abstract,new,subsective,new glee
glee,abstract,possible,non-subsective,possible glee
glee,abstract,potential,non-subsective,potential glee
glee,abstract,past,non-subsective,past glee
glee,abstract,fake,non-subsective,fake glee
merger,abstract,good,subsective,good merger
merger,abstract,recent,subsective,recent merger
merger,abstract,typical,subsective,typical merger
merger,abstract,new,subsective,new merger
merger,abstract,possible,non-subsective,possible merger
merger,abstract,potential,non-subsective,potential merger
merger,abstract,past,non-subsective,past merger
merger,abstract,fake,non-subsective,fake merger
crisis,abstract,good,subsective,good crisis
crisis,abstract,recent,subsective,recent crisis
crisis,abstract,typical,subsective,typical crisis
crisis,abstract,new,subsective,new crisis
crisis,abstract,possible,non-subsective,possible crisis
crisis,abstract,potential,non-subsective,potential crisis
crisis,abstract,past,non-subsective,past crisis
crisis,abstract,fake,non-subsective,fake crisis
inkling,abstract,good,subsective,good inkling
inkling,abstract,recent,subsective,recent inkling
inkling,abstract,typical,subsective,typical inkling
inkling,abstract,new,subsective,new inkling
inkling,abstract,possible,non-subsective,possible inkling
inkling,abstract,potential,non-subsective,potential inkling
inkling,abstract,past,non-subsective,past inkling
inkling,abstract,fake,non-subsective,fake inkling
care,abstract,good,subsective,good care
care,abstract,recent,subsective,recent care
care,abstract,typical,subsective,typical care
care,abstract,new,subsective,new care
care,abstract,possible,non-subsective,possible care
care,abstract,potential,non-subsective,potential care
care,abstract,past,non-subsective,past care
care,abstract,fake,non-subsective,fake care
version,abstract,good,subsective,good version
version,abstract,recent,subsective,recent version
version,abstract,typical,subsective,typical version
version,abstract,new,subsective,new version
version,abstract,possible,non-subsective,possible version
version,abstract,potential,non-subsective,potential version
version,abstract,past,non-subsective,past version
version,abstract,fake,non-subsective,fake version
chaste,abstract,good,subsective,good chaste
chaste,abstract,recent,subsective,recent chaste
chaste,abstract,typical,subsective,typical chaste
chaste,abstract,new,subsective,new chaste
chaste,abstract,possible,non-subsective,possible chaste
chaste,abstract,potential,non-subsective,potential chaste
chaste,abstract,past,non-subsective,past chaste
chaste,abstract,fake,non-subsective,fake chaste
reason,abstract,good,subsective,good reason
reason,abstract,recent,subsective,recent reason
reason,abstract,typical,subsective,typical reason
reason,abstract,new,subsective,new reason
reason,abstract,possible,non-subsective,possible reason
reason,abstract,potential,non-subsective,potential reason
reason,abstract,past,non-subsective,past reason
reason,abstract,fake,non-subsective,fake reason
psych,abstract,good,subsective,good psych
psych,abstract,recent,subsective,recent psych
psych,abstract,typical,subsective,typical psych
psych,abstract,new,subsective,new psych
psych,abstract,possible,non-subsective,possible psych
psych,abstract,potential,non-subsective,potential psych
psych,abstract,past,non-subsective,past psych
psych,abstract,fake,non-subsective,fake psych
egotist,abstract,good,subsective,good egotist
egotist,abstract,recent,subsective,recent egotist
egotist,abstract,typical,subsective,typical egotist
egotist,abstract,new,subsective,new egotist
egotist,abstract,possible,non-subsective,possible egotist
egotist,abstract,potential,non-subsective,potential egotist
egotist,abstract,past,non-subsective,past egotist
egotist,abstract,fake,non-subsective,fake egotist
equity,abstract,good,subsective,good equity
equity,abstract,recent,subsective,recent equity
equity,abstract,typical,subsective,typical equity
equity,abstract,new,subsective,new equity
equity,abstract,possible,non-subsective,possible equity
equity,abstract,potential,non-subsective,potential equity
equity,abstract,past,non-subsective,past equity
equity,abstract,fake,non-subsective,fake equity
default,abstract,good,subsective,good default
default,abstract,recent,subsective,recent default
default,abstract,typical,subsective,typical default
default,abstract,new,subsective,new default
default,abstract,possible,non-subsective,possible default
default,abstract,potential,non-subsective,potential default
default,abstract,past,non-subsective,past default
default,abstract,fake,non-subsective,fake default
wording,abstract,good,subsective,good wording
wording,abstract,recent,subsective,recent wording
wording,abstract,typical,subsective,typical wording
wording,abstract,new,subsective,new wording
wording,abstract,possible,non-subsective,possible wording
wording,abstract,potential,non-subsective,potential wording
wording,abstract,past,non-subsective,past wording
wording,abstract,fake,non-subsective,fake wording
hype,abstract,good,subsective,good hype
hype,abstract,recent,subsective,recent hype
hype,abstract,typical,subsective,typical hype
hype,abstract,new,subsective,new hype
hype,abstract,possible,non-subsective,possible hype
hype,abstract,potential,non-subsective,potential hype
hype,abstract,past,non-subsective,past hype
hype,abstract,fake,non-subsective,fake hype
gusto,abstract,good,subsective,good gusto
gusto,abstract,recent,subsective,recent gusto
gusto,abstract,typical,subsective,typical gusto
gusto,abstract,new,subsective,new gusto
gusto,abstract,possible,non-subsective,possible gusto
gusto,abstract,potential,non-subsective,potential gusto
gusto,abstract,past,non-subsective,past gusto
gusto,abstract,fake,non-subsective,fake gusto
concern,abstract,good,subsective,good concern
concern,abstract,recent,subsective,recent concern
concern,abstract,typical,subsective,typical concern
concern,abstract,new,subsective,new concern
concern,abstract,possible,non-subsective,possible concern
concern,abstract,potential,non-subsective,potential concern
concern,abstract,past,non-subsective,past concern
concern,abstract,fake,non-subsective,fake concern
farce,abstract,good,subsective,good farce
farce,abstract,recent,subsective,recent farce
farce,abstract,typical,subsective,typical farce
farce,abstract,new,subsective,new farce
farce,abstract,possible,non-subsective,possible farce
farce,abstract,potential,non-subsective,potential farce
farce,abstract,past,non-subsective,past farce
farce,abstract,fake,non-subsective,fake farce
accord,abstract,good,subsective,good accord
accord,abstract,recent,subsective,recent accord
accord,abstract,typical,subsective,typical accord
accord,abstract,new,subsective,new accord
accord,abstract,possible,non-subsective,possible accord
accord,abstract,potential,non-subsective,potential accord
accord,abstract,past,non-subsective,past accord
accord,abstract,fake,non-subsective,fake accord
aspect,abstract,good,subsective,good aspect
aspect,abstract,recent,subsective,recent aspect
aspect,abstract,typical,subsective,typical aspect
aspect,abstract,new,subsective,new aspect
aspect,abstract,possible,non-subsective,possible aspect
aspect,abstract,potential,non-subsective,potential aspect
aspect,abstract,past,non-subsective,past aspect
aspect,abstract,fake,non-subsective,fake aspect
taint,abstract,good,subsective,good taint
taint,abstract,recent,subsective,recent taint
taint,abstract,typical,subsective,typical taint
taint,abstract,new,subsective,new taint
taint,abstract,possible,non-subsective,possible taint
taint,abstract,potential,non-subsective,potential taint
taint,abstract,past,non-subsective,past taint
taint,abstract,fake,non-subsective,fake taint
reign,abstract,good,subsective,good reign
reign,abstract,recent,subsective,recent reign
reign,abstract,typical,subsective,typical reign
reign,abstract,new,subsective,new reign
reign,abstract,possible,non-subsective,possible reign
reign,abstract,potential,non-subsective,potential reign
reign,abstract,past,non-subsective,past reign
reign,abstract,fake,non-subsective,fake reign
purpose,abstract,good,subsective,good purpose
purpose,abstract,recent,subsective,recent purpose
purpose,abstract,typical,subsective,typical purpose
purpose,abstract,new,subsective,new purpose
purpose,abstract,possible,non-subsective,possible purpose
purpose,abstract,potential,non-subsective,potential purpose
purpose,abstract,past,non-subsective,past purpose
purpose,abstract,fake,non-subsective,fake purpose
effect,abstract,good,subsective,good effect
effect,abstract,recent,subsective,recent effect
effect,abstract,typical,subsective,typical effect
effect,abstract,new,subsective,new effect
effect,abstract,possible,non-subsective,possible effect
effect,abstract,potential,non-subsective,potential effect
effect,abstract,past,non-subsective,past effect
effect,abstract,fake,non-subsective,fake effect
vogue,abstract,good,subsective,good vogue
vogue,abstract,recent,subsective,recent vogue
vogue,abstract,typical,subsective,typical vogue
vogue,abstract,new,subsective,new vogue
vogue,abstract,possible,non-subsective,possible vogue
vogue,abstract,potential,non-subsective,potential vogue
vogue,abstract,past,non-subsective,past vogue
vogue,abstract,fake,non-subsective,fake vogue
elitist,abstract,good,subsective,good elitist
elitist,abstract,recent,subsective,recent elitist
elitist,abstract,typical,subsective,typical elitist
elitist,abstract,new,subsective,new elitist
elitist,abstract,possible,non-subsective,possible elitist
elitist,abstract,potential,non-subsective,potential elitist
elitist,abstract,past,non-subsective,past elitist
elitist,abstract,fake,non-subsective,fake elitist
neglect,abstract,good,subsective,good neglect
neglect,abstract,recent,subsective,recent neglect
neglect,abstract,typical,subsective,typical neglect
neglect,abstract,new,subsective,new neglect
neglect,abstract,possible,non-subsective,possible neglect
neglect,abstract,potential,non-subsective,potential neglect
neglect,abstract,past,non-subsective,past neglect
neglect,abstract,fake,non-subsective,fake neglect
naivety,abstract,good,subsective,good naivety
naivety,abstract,recent,subsective,recent naivety
naivety,abstract,typical,subsective,typical naivety
naivety,abstract,new,subsective,new naivety
naivety,abstract,possible,non-subsective,possible naivety
naivety,abstract,potential,non-subsective,potential naivety
naivety,abstract,past,non-subsective,past naivety
naivety,abstract,fake,non-subsective,fake naivety
lieu,abstract,good,subsective,good lieu
lieu,abstract,recent,subsective,recent lieu
lieu,abstract,typical,subsective,typical lieu
lieu,abstract,new,subsective,new lieu
lieu,abstract,possible,non-subsective,possible lieu
lieu,abstract,potential,non-subsective,potential lieu
lieu,abstract,past,non-subsective,past lieu
lieu,abstract,fake,non-subsective,fake lieu
effort,abstract,good,subsective,good effort
effort,abstract,recent,subsective,recent effort
effort,abstract,typical,subsective,typical effort
effort,abstract,new,subsective,new effort
effort,abstract,possible,non-subsective,possible effort
effort,abstract,potential,non-subsective,potential effort
effort,abstract,past,non-subsective,past effort
effort,abstract,fake,non-subsective,fake effort
outrage,abstract,good,subsective,good outrage
outrage,abstract,recent,subsective,recent outrage
outrage,abstract,typical,subsective,typical outrage
outrage,abstract,new,subsective,new outrage
outrage,abstract,possible,non-subsective,possible outrage
outrage,abstract,potential,non-subsective,potential outrage
outrage,abstract,past,non-subsective,past outrage
outrage,abstract,fake,non-subsective,fake outrage
realist,abstract,good,subsective,good realist
realist,abstract,recent,subsective,recent realist
realist,abstract,typical,subsective,typical realist
realist,abstract,new,subsective,new realist
realist,abstract,possible,non-subsective,possible realist
realist,abstract,potential,non-subsective,potential realist
realist,abstract,past,non-subsective,past realist
realist,abstract,fake,non-subsective,fake realist
feat,abstract,good,subsective,good feat
feat,abstract,recent,subsective,recent feat
feat,abstract,typical,subsective,typical feat
feat,abstract,new,subsective,new feat
feat,abstract,possible,non-subsective,possible feat
feat,abstract,potential,non-subsective,potential feat
feat,abstract,past,non-subsective,past feat
feat,abstract,fake,non-subsective,fake feat
simile,abstract,good,subsective,good simile
simile,abstract,recent,subsective,recent simile
simile,abstract,typical,subsective,typical simile
simile,abstract,new,subsective,new simile
simile,abstract,possible,non-subsective,possible simile
simile,abstract,potential,non-subsective,potential simile
simile,abstract,past,non-subsective,past simile
simile,abstract,fake,non-subsective,fake simile
mooch,abstract,good,subsective,good mooch
mooch,abstract,recent,subsective,recent mooch
mooch,abstract,typical,subsective,typical mooch
mooch,abstract,new,subsective,new mooch
mooch,abstract,possible,non-subsective,possible mooch
mooch,abstract,potential,non-subsective,potential mooch
mooch,abstract,past,non-subsective,past mooch
mooch,abstract,fake,non-subsective,fake mooch
focus,abstract,good,subsective,good focus
focus,abstract,recent,subsective,recent focus
focus,abstract,typical,subsective,typical focus
focus,abstract,new,subsective,new focus
focus,abstract,possible,non-subsective,possible focus
focus,abstract,potential,non-subsective,potential focus
focus,abstract,past,non-subsective,past focus
focus,abstract,fake,non-subsective,fake focus
retro,abstract,good,subsective,good retro
retro,abstract,recent,subsective,recent retro
retro,abstract,typical,subsective,typical retro
retro,abstract,new,subsective,new retro
retro,abstract,possible,non-subsective,possible retro
retro,abstract,potential,non-subsective,potential retro
retro,abstract,past,non-subsective,past retro
retro,abstract,fake,non-subsective,fake retro
fraud,abstract,good,subsective,good fraud
fraud,abstract,recent,subsective,recent fraud
fraud,abstract,typical,subsective,typical fraud
fraud,abstract,new,subsective,new fraud
fraud,abstract,possible,non-subsective,possible fraud
fraud,abstract,potential,non-subsective,potential fraud
fraud,abstract,past,non-subsective,past fraud
fraud,abstract,fake,non-subsective,fake fraud
hater,abstract,good,subsective,good hater
hater,abstract,recent,subsective,recent hater
hater,abstract,typical,subsective,typical hater
hater,abstract,new,subsective,new hater
hater,abstract,possible,non-subsective,possible hater
hater,abstract,potential,non-subsective,potential hater
hater,abstract,past,non-subsective,past hater
hater,abstract,fake,non-subsective,fake hater
lack,abstract,good,subsective,good lack
lack,abstract,recent,subsective,recent lack
lack,abstract,typical,subsective,typical lack
lack,abstract,new,subsective,new lack
lack,abstract,possible,non-subsective,possible lack
lack,abstract,potential,non-subsective,potential lack
lack,abstract,past,non-subsective,past lack
lack,abstract,fake,non-subsective,fake lack
satire,abstract,good,subsective,good satire
satire,abstract,recent,subsective,recent satire
satire,abstract,typical,subsective,typical satire
satire,abstract,new,subsective,new satire
satire,abstract,possible,non-subsective,possible satire
