noun,condition,adjective,phrase
despair,abstract,dubious,dubious despair
denial,abstract,good,good denial
denial,abstract,recent,recent denial
denial,abstract,typical,typical denial
denial,abstract,possible,possible denial
denial,abstract,alleged,alleged denial
denial,abstract,dubious,dubious denial
imagery,abstract,good,good imagery
imagery,abstract,recent,recent imagery
imagery,abstract,typical,typical imagery
imagery,abstract,possible,possible imagery
imagery,abstract,alleged,alleged imagery
imagery,abstract,dubious,dubious imagery
health,abstract,good,good health
health,abstract,recent,recent health
health,abstract,typical,typical health
health,abstract,possible,possible health
health,abstract,alleged,alleged health
health,abstract,dubious,dubious health
wisdom,abstract,good,good wisdom
wisdom,abstract,recent,recent wisdom
wisdom,abstract,typical,typical wisdom
wisdom,abstract,possible,possible wisdom
wisdom,abstract,alleged,alleged wisdom
wisdom,abstract,dubious,dubious wisdom
dibs,abstract,good,good dibs
dibs,abstract,recent,recent dibs
dibs,abstract,typical,typical dibs
dibs,abstract,possible,possible dibs
dibs,abstract,alleged,alleged dibs
dibs,abstract,dubious,dubious dibs
potency,abstract,good,good potency
potency,abstract,recent,recent potency
potency,abstract,typical,typical potency
potency,abstract,possible,possible potency
potency,abstract,alleged,alleged potency
potency,abstract,dubious,dubious potency
dualism,abstract,good,good dualism
dualism,abstract,recent,recent dualism
dualism,abstract,typical,typical dualism
dualism,abstract,possible,possible dualism
dualism,abstract,alleged,alleged dualism
dualism,abstract,dubious,dubious dualism
homing,abstract,good,good homing
homing,abstract,recent,recent homing
homing,abstract,typical,typical homing
homing,abstract,possible,possible homing
homing,abstract,alleged,alleged homing
homing,abstract,dubious,dubious homing
screwy,abstract,good,good screwy
screwy,abstract,recent,recent screwy
screwy,abstract,typical,typical screwy
screwy,abstract,possible,possible screwy
screwy,abstract,alleged,alleged screwy
screwy,abstract,dubious,dubious screwy
prelude,abstract,good,good prelude
prelude,abstract,recent,recent prelude
prelude,abstract,typical,typical prelude
prelude,abstract,possible,possible prelude
prelude,abstract,alleged,alleged prelude
prelude,abstract,dubious,dubious prelude
racism,abstract,good,good racism
racism,abstract,recent,recent racism
racism,abstract,typical,typical racism
racism,abstract,possible,possible racism
racism,abstract,alleged,alleged racism
racism,abstract,dubious,dubious racism
caving,abstract,good,good caving
caving,abstract,recent,recent caving
caving,abstract,typical,typical caving
caving,abstract,possible,possible caving
caving,abstract,alleged,alleged caving
caving,abstract,dubious,dubious caving
decency,abstract,good,good decency
decency,abstract,recent,recent decency
decency,abstract,typical,typical decency
decency,abstract,possible,possible decency
decency,abstract,alleged,alleged decency
decency,abstract,dubious,dubious decency
output,abstract,good,good output
output,abstract,recent,recent output
output,abstract,typical,typical output
output,abstract,possible,possible output
output,abstract,alleged,alleged output
output,abstract,dubious,dubious output
dogma,abstract,good,good dogma
dogma,abstract,recent,recent dogma
dogma,abstract,typical,typical dogma
dogma,abstract,possible,possible dogma
dogma,abstract,alleged,alleged dogma
dogma,abstract,dubious,dubious dogma
anti,abstract,good,good anti
anti,abstract,recent,recent anti
anti,abstract,typical,typical anti
anti,abstract,possible,possible anti
anti,abstract,alleged,alleged anti
anti,abstract,dubious,dubious anti
dismay,abstract,good,good dismay
dismay,abstract,recent,recent dismay
dismay,abstract,typical,typical dismay
dismay,abstract,possible,possible dismay
dismay,abstract,alleged,alleged dismay
dismay,abstract,dubious,dubious dismay
demerit,abstract,good,good demerit
demerit,abstract,recent,recent demerit
demerit,abstract,typical,typical demerit
demerit,abstract,possible,possible demerit
demerit,abstract,alleged,alleged demerit
demerit,abstract,dubious,dubious demerit
triumph,abstract,good,good triumph
triumph,abstract,recent,recent triumph
triumph,abstract,typical,typical triumph
triumph,abstract,possible,possible triumph
triumph,abstract,alleged,alleged triumph
triumph,abstract,dubious,dubious triumph
odds,abstract,good,good odds
odds,abstract,recent,recent odds
odds,abstract,typical,typical odds
odds,abstract,possible,possible odds
odds,abstract,alleged,alleged odds
odds,abstract,dubious,dubious odds
par,abstract,good,good par
par,abstract,recent,recent par
par,abstract,typical,typical par
par,abstract,possible,possible par
par,abstract,alleged,alleged par
par,abstract,dubious,dubious par
opinion,abstract,good,good opinion
opinion,abstract,recent,recent opinion
opinion,abstract,typical,typical opinion
opinion,abstract,possible,possible opinion
opinion,abstract,alleged,alleged opinion
opinion,abstract,dubious,dubious opinion
hassle,abstract,good,good hassle
hassle,abstract,recent,recent hassle
hassle,abstract,typical,typical hassle
hassle,abstract,possible,possible hassle
hassle,abstract,alleged,alleged hassle
hassle,abstract,dubious,dubious hassle
mockery,abstract,good,good mockery
mockery,abstract,recent,recent mockery
mockery,abstract,typical,typical mockery
mockery,abstract,possible,possible mockery
mockery,abstract,alleged,alleged mockery
mockery,abstract,dubious,dubious mockery
oddity,abstract,good,good oddity
oddity,abstract,recent,recent oddity
oddity,abstract,typical,typical oddity
oddity,abstract,possible,possible oddity
oddity,abstract,alleged,alleged oddity
oddity,abstract,dubious,dubious oddity
rebirth,abstract,good,good rebirth
rebirth,abstract,recent,recent rebirth
rebirth,abstract,typical,typical rebirth
rebirth,abstract,possible,possible rebirth
rebirth,abstract,alleged,alleged rebirth
rebirth,abstract,dubious,dubious rebirth
earnest,abstract,good,good earnest
earnest,abstract,recent,recent earnest
earnest,abstract,typical,typical earnest
earnest,abstract,possible,possible earnest
earnest,abstract,alleged,alleged earnest
earnest,abstract,dubious,dubious earnest
loyalty,abstract,good,good loyalty
loyalty,abstract,recent,recent loyalty
loyalty,abstract,typical,typical loyalty
loyalty,abstract,possible,possible loyalty
loyalty,abstract,alleged,alleged loyalty
loyalty,abstract,dubious,dubious loyalty
renewal,abstract,good,good renewal
renewal,abstract,recent,recent renewal
renewal,abstract,typical,typical renewal
renewal,abstract,possible,possible renewal
renewal,abstract,alleged,alleged renewal
renewal,abstract,dubious,dubious renewal
godsend,abstract,good,good godsend
godsend,abstract,recent,recent godsend
godsend,abstract,typical,typical godsend
godsend,abstract,possible,possible godsend
godsend,abstract,alleged,alleged godsend
godsend,abstract,dubious,dubious godsend
frenzy,abstract,good,good frenzy
frenzy,abstract,recent,recent frenzy
frenzy,abstract,typical,typical frenzy
frenzy,abstract,possible,possible frenzy
frenzy,abstract,alleged,alleged frenzy
frenzy,abstract,dubious,dubious frenzy
blues,abstract,good,good blues
blues,abstract,recent,recent blues
blues,abstract,typical,typical blues
blues,abstract,possible,possible blues
blues,abstract,alleged,alleged blues
blues,abstract,dubious,dubious blues
havoc,abstract,good,good havoc
havoc,abstract,recent,recent havoc
havoc,abstract,typical,typical havoc
havoc,abstract,possible,possible havoc
havoc,abstract,alleged,alleged havoc
havoc,abstract,dubious,dubious havoc
zeal,abstract,good,good zeal
zeal,abstract,recent,recent zeal
zeal,abstract,typical,typical zeal
zeal,abstract,possible,possible zeal
zeal,abstract,alleged,alleged zeal
zeal,abstract,dubious,dubious zeal
persona,abstract,good,good persona
persona,abstract,recent,recent persona
persona,abstract,typical,typical persona
persona,abstract,possible,possible persona
persona,abstract,alleged,alleged persona
persona,abstract,dubious,dubious persona
irony,abstract,good,good irony
irony,abstract,recent,recent irony
irony,abstract,typical,typical irony
irony,abstract,possible,possible irony
irony,abstract,alleged,alleged irony
irony,abstract,dubious,dubious irony
tad,abstract,good,good tad
tad,abstract,recent,recent tad
tad,abstract,typical,typical tad
tad,abstract,possible,possible tad
tad,abstract,alleged,alleged tad
tad,abstract,dubious,dubious tad
motive,abstract,good,good motive
motive,abstract,recent,recent motive
motive,abstract,typical,typical motive
motive,abstract,possible,possible motive
motive,abstract,alleged,alleged motive
motive,abstract,dubious,dubious motive
pseudo,abstract,good,good pseudo
pseudo,abstract,recent,recent pseudo
pseudo,abstract,typical,typical pseudo
pseudo,abstract,possible,possible pseudo
pseudo,abstract,alleged,alleged pseudo
pseudo,abstract,dubious,dubious pseudo
romance,abstract,good,good romance
romance,abstract,recent,recent romance
romance,abstract,typical,typical romance
romance,abstract,possible,possible romance
romance,abstract,alleged,alleged romance
romance,abstract,dubious,dubious romance
glee,abstract,good,good glee
glee,abstract,recent,recent glee
glee,abstract,typical,typical glee
glee,abstract,possible,possible glee
glee,abstract,alleged,alleged glee
glee,abstract,dubious,dubious glee
merger,abstract,good,good merger
merger,abstract,recent,recent merger
merger,abstract,typical,typical merger
merger,abstract,possible,possible merger
merger,abstract,alleged,alleged merger
merger,abstract,dubious,dubious merger
crisis,abstract,good,good crisis
crisis,abstract,recent,recent crisis
crisis,abstract,typical,typical crisis
crisis,abstract,possible,possible crisis
crisis,abstract,alleged,alleged crisis
crisis,abstract,dubious,dubious crisis
inkling,abstract,good,good inkling
inkling,abstract,recent,recent inkling
inkling,abstract,typical,typical inkling
inkling,abstract,possible,possible inkling
inkling,abstract,alleged,alleged inkling
inkling,abstract,dubious,dubious inkling
care,abstract,good,good care
care,abstract,recent,recent care
care,abstract,typical,typical care
care,abstract,possible,possible care
care,abstract,alleged,alleged care
care,abstract,dubious,dubious care
version,abstract,good,good version
version,abstract,recent,recent version
version,abstract,typical,typical version
version,abstract,possible,possible version
version,abstract,alleged,alleged version
version,abstract,dubious,dubious version
chaste,abstract,good,good chaste
chaste,abstract,recent,recent chaste
chaste,abstract,typical,typical chaste
chaste,abstract,possible,possible chaste
chaste,abstract,alleged,alleged chaste
chaste,abstract,dubious,dubious chaste
reason,abstract,good,good reason
reason,abstract,recent,recent reason
reason,abstract,typical,typical reason
reason,abstract,possible,possible reason
reason,abstract,alleged,alleged reason
reason,abstract,dubious,dubious reason
psych,abstract,good,good psych
psych,abstract,recent,recent psych
psych,abstract,typical,typical psych
psych,abstract,possible,possible psych
psych,abstract,alleged,alleged psych
psych,abstract,dubious,dubious psych
egotist,abstract,good,good egotist
egotist,abstract,recent,recent egotist
egotist,abstract,typical,typical egotist
egotist,abstract,possible,possible egotist
egotist,abstract,alleged,alleged egotist
egotist,abstract,dubious,dubious egotist
equity,abstract,good,good equity
equity,abstract,recent,recent equity
equity,abstract,typical,typical equity
equity,abstract,possible,possible equity
equity,abstract,alleged,alleged equity
equity,abstract,dubious,dubious equity
default,abstract,good,good default
default,abstract,recent,recent default
default,abstract,typical,typical default
default,abstract,possible,possible default
default,abstract,alleged,alleged default
default,abstract,dubious,dubious default
wording,abstract,good,good wording
wording,abstract,recent,recent wording
wording,abstract,typical,typical wording
wording,abstract,possible,possible wording
wording,abstract,alleged,alleged wording
wording,abstract,dubious,dubious wording
hype,abstract,good,good hype
hype,abstract,recent,recent hype
hype,abstract,typical,typical hype
hype,abstract,possible,possible hype
hype,abstract,alleged,alleged hype
hype,abstract,dubious,dubious hype
gusto,abstract,good,good gusto
gusto,abstract,recent,recent gusto
gusto,abstract,typical,typical gusto
gusto,abstract,possible,possible gusto
gusto,abstract,alleged,alleged gusto
gusto,abstract,dubious,dubious gusto
concern,abstract,good,good concern
concern,abstract,recent,recent concern
concern,abstract,typical,typical concern
concern,abstract,possible,possible concern
concern,abstract,alleged,alleged concern
concern,abstract,dubious,dubious concern
farce,abstract,good,good farce
farce,abstract,recent,recent farce
farce,abstract,typical,typical farce
farce,abstract,possible,possible farce
farce,abstract,alleged,alleged farce
farce,abstract,dubious,dubious farce
accord,abstract,good,good accord
accord,abstract,recent,recent accord
accord,abstract,typical,typical accord
accord,abstract,possible,possible accord
accord,abstract,alleged,alleged accord
accord,abstract,dubious,dubious accord
aspect,abstract,good,good aspect
aspect,abstract,recent,recent aspect
aspect,abstract,typical,typical aspect
aspect,abstract,possible,possible aspect
aspect,abstract,alleged,alleged aspect
aspect,abstract,dubious,dubious aspect
taint,abstract,good,good taint
taint,abstract,recent,recent taint
taint,abstract,typical,typical taint
taint,abstract,possible,possible taint
taint,abstract,alleged,alleged taint
taint,abstract,dubious,dubious taint
reign,abstract,good,good reign
reign,abstract,recent,recent reign
reign,abstract,typical,typical reign
reign,abstract,possible,possible reign
reign,abstract,alleged,alleged reign
reign,abstract,dubious,dubious reign
purpose,abstract,good,good purpose
purpose,abstract,recent,recent purpose
purpose,abstract,typical,typical purpose
purpose,abstract,possible,possible purpose
purpose,abstract,alleged,alleged purpose
purpose,abstract,dubious,dubious purpose
effect,abstract,good,good effect
effect,abstract,recent,recent effect
effect,abstract,typical,typical effect
effect,abstract,possible,possible effect
effect,abstract,alleged,alleged effect
effect,abstract,dubious,dubious effect
vogue,abstract,good,good vogue
vogue,abstract,recent,recent vogue
vogue,abstract,typical,typical vogue
vogue,abstract,possible,possible vogue
vogue,abstract,alleged,alleged vogue
vogue,abstract,dubious,dubious vogue
elitist,abstract,good,good elitist
elitist,abstract,recent,recent elitist
elitist,abstract,typical,typical elitist
elitist,abstract,possible,possible elitist
elitist,abstract,alleged,alleged elitist
elitist,abstract,dubious,dubious elitist
neglect,abstract,good,good neglect
neglect,abstract,recent,recent neglect
neglect,abstract,typical,typical neglect
neglect,abstract,possible,possible neglect
neglect,abstract,alleged,alleged neglect
neglect,abstract,dubious,dubious neglect
naivety,abstract,good,good naivety
naivety,abstract,recent,recent naivety
naivety,abstract,typical,typical naivety
naivety,abstract,possible,possible naivety
naivety,abstract,alleged,alleged naivety
naivety,abstract,dubious,dubious naivety
lieu,abstract,good,good lieu
lieu,abstract,recent,recent lieu
lieu,abstract,typical,typical lieu
lieu,abstract,possible,possible lieu
lieu,abstract,alleged,alleged lieu
lieu,abstract,dubious,dubious lieu
effort,abstract,good,good effort
effort,abstract,recent,recent effort
effort,abstract,typical,typical effort
effort,abstract,possible,possible effort
effort,abstract,alleged,alleged effort
effort,abstract,dubious,dubious effort
outrage,abstract,good,good outrage
outrage,abstract,recent,recent outrage
outrage,abstract,typical,typical outrage
outrage,abstract,possible,possible outrage
outrage,abstract,alleged,alleged outrage
outrage,abstract,dubious,dubious outrage
realist,abstract,good,good realist
realist,abstract,recent,recent realist
realist,abstract,typical,typical realist
realist,abstract,possible,possible realist
realist,abstract,alleged,alleged realist
realist,abstract,dubious,dubious realist
feat,abstract,good,good feat
feat,abstract,recent,recent feat
feat,abstract,typical,typical feat
feat,abstract,possible,possible feat
feat,abstract,alleged,alleged feat
feat,abstract,dubious,dubious feat
simile,abstract,good,good simile
simile,abstract,recent,recent simile
simile,abstract,typical,typical simile
simile,abstract,possible,possible simile
simile,abstract,alleged,alleged simile
simile,abstract,dubious,dubious simile
mooch,abstract,good,good mooch
mooch,abstract,recent,recent mooch
mooch,abstract,typical,typical mooch
mooch,abstract,possible,possible mooch
mooch,abstract,alleged,alleged mooch
mooch,abstract,dubious,dubious mooch
focus,abstract,good,good focus
focus,abstract,recent,recent focus
focus,abstract,typical,typical focus
focus,abstract,possible,possible focus
focus,abstract,alleged,alleged focus
focus,abstract,dubious,dubious focus
retro,abstract,good,good retro
retro,abstract,recent,recent retro
retro,abstract,typical,typical retro
retro,abstract,possible,possible retro
retro,abstract,alleged,alleged retro
retro,abstract,dubious,dubious retro
fraud,abstract,good,good fraud
fraud,abstract,recent,recent fraud
fraud,abstract,typical,typical fraud
fraud,abstract,possible,possible fraud
fraud,abstract,alleged,alleged fraud
fraud,abstract,dubious,dubious fraud
hater,abstract,good,good hater
hater,abstract,recent,recent hater
hater,abstract,typical,typical hater
hater,abstract,possible,possible hater
hater,abstract,alleged,alleged hater
hater,abstract,dubious,dubious hater
lack,abstract,good,good lack
lack,abstract,recent,recent lack
lack,abstract,typical,typical lack
lack,abstract,possible,possible lack
lack,abstract,alleged,alleged lack
lack,abstract,dubious,dubious lack
satire,abstract,good,good satire
satire,abstract,recent,recent satire
satire,abstract,typical,typical satire
satire,abstract,possible,possible satire
satire,abstract,alleged,alleged satire
satire,abstract,dubious,dubious satire
mayhem,abstract,good,good mayhem
mayhem,abstract,recent,recent mayhem
mayhem,abstract,typical,typical mayhem
mayhem,abstract,possible,possible mayhem
mayhem,abstract,alleged,alleged mayhem
mayhem,abstract,dubious,dubious mayhem
seducer,abstract,good,good seducer
seducer,abstract,recent,recent seducer
seducer,abstract,typical,typical seducer
seducer,abstract,possible,possible seducer
seducer,abstract,alleged,alleged seducer
seducer,abstract,dubious,dubious seducer
pun,abstract,good,good pun
pun,abstract,recent,recent pun
pun,abstract,typical,typical pun
pun,abstract,possible,possible pun
pun,abstract,alleged,alleged pun
pun,abstract,dubious,dubious pun
vice,abstract,good,good vice
vice,abstract,recent,recent vice
vice,abstract,typical,typical vice
vice,abstract,possible,possible vice
vice,abstract,alleged,alleged vice
vice,abstract,dubious,dubious vice
recap,abstract,good,good recap
recap,abstract,recent,recent recap
recap,abstract,typical,typical recap
recap,abstract,possible,possible recap
recap,abstract,alleged,alleged recap
recap,abstract,dubious,dubious recap
origin,abstract,good,good origin
origin,abstract,recent,recent origin
origin,abstract,typical,typical origin
origin,abstract,possible,possible origin
origin,abstract,alleged,alleged origin
origin,abstract,dubious,dubious origin
apathy,abstract,good,good apathy
apathy,abstract,recent,recent apathy
apathy,abstract,typical,typical apathy
apathy,abstract,possible,possible apathy
apathy,abstract,alleged,alleged apathy
apathy,abstract,dubious,dubious apathy
probate,abstract,good,good probate
probate,abstract,recent,recent probate
probate,abstract,typical,typical probate
probate,abstract,possible,possible probate
probate,abstract,alleged,alleged probate
probate,abstract,dubious,dubious probate
taboo,abstract,good,good taboo
taboo,abstract,recent,recent taboo
taboo,abstract,typical,typical taboo
taboo,abstract,possible,possible taboo
taboo,abstract,alleged,alleged taboo
taboo,abstract,dubious,dubious taboo
airhead,abstract,good,good airhead
airhead,abstract,recent,recent airhead
airhead,abstract,typical,typical airhead
airhead,abstract,possible,possible airhead
airhead,abstract,alleged,alleged airhead
airhead,abstract,dubious,dubious airhead
subsidy,abstract,good,good subsidy
subsidy,abstract,recent,recent subsidy
subsidy,abstract,typical,typical subsidy
subsidy,abstract,possible,possible subsidy
subsidy,abstract,alleged,alleged subsidy
subsidy,abstract,dubious,dubious subsidy
mono,abstract,good,good mono
mono,abstract,recent,recent mono
mono,abstract,typical,typical mono
mono,abstract,possible,possible mono
mono,abstract,alleged,alleged mono
mono,abstract,dubious,dubious mono
deceit,abstract,good,good deceit
deceit,abstract,recent,recent deceit
deceit,abstract,typical,typical deceit
deceit,abstract,possible,possible deceit
deceit,abstract,alleged,alleged deceit
deceit,abstract,dubious,dubious deceit
genre,abstract,good,good genre
genre,abstract,recent,recent genre
genre,abstract,typical,typical genre
genre,abstract,possible,possible genre
genre,abstract,alleged,alleged genre
genre,abstract,dubious,dubious genre
value,abstract,good,good value
value,abstract,recent,recent value
value,abstract,typical,typical value
value,abstract,possible,possible value
value,abstract,alleged,alleged value
value,abstract,dubious,dubious value
reissue,abstract,good,good reissue
reissue,abstract,recent,recent reissue
reissue,abstract,typical,typical reissue
reissue,abstract,possible,possible reissue
reissue,abstract,alleged,alleged reissue
reissue,abstract,dubious,dubious reissue
doozy,abstract,good,good doozy
doozy,abstract,recent,recent doozy
doozy,abstract,typical,typical doozy
doozy,abstract,possible,possible doozy
doozy,abstract,alleged,alleged doozy
doozy,abstract,dubious,dubious doozy
woe,abstract,good,good woe
woe,abstract,recent,recent woe
woe,abstract,typical,typical woe
woe,abstract,possible,possible woe
woe,abstract,alleged,alleged woe
woe,abstract,dubious,dubious woe
service,abstract,good,good service
service,abstract,recent,recent service
service,abstract,typical,typical service
service,abstract,possible,possible service
service,abstract,alleged,alleged service
service,abstract,dubious,dubious service
debut,abstract,good,good debut
debut,abstract,recent,recent debut
debut,abstract,typical,typical debut
debut,abstract,possible,possible debut
debut,abstract,alleged,alleged debut
debut,abstract,dubious,dubious debut
premium,abstract,good,good premium
premium,abstract,recent,recent premium
premium,abstract,typical,typical premium
premium,abstract,possible,possible premium
premium,abstract,alleged,alleged premium
premium,abstract,dubious,dubious premium
motley,abstract,good,good motley
motley,abstract,recent,recent motley
motley,abstract,typical,typical motley
motley,abstract,possible,possible motley
motley,abstract,alleged,alleged motley
motley,abstract,dubious,dubious motley
renown,abstract,good,good renown
renown,abstract,recent,recent renown
renown,abstract,typical,typical renown
renown,abstract,possible,possible renown
renown,abstract,alleged,alleged renown
renown,abstract,dubious,dubious renown
deity,abstract,good,good deity
deity,abstract,recent,recent deity
deity,abstract,typical,typical deity
deity,abstract,possible,possible deity
deity,abstract,alleged,alleged deity
deity,abstract,dubious,dubious deity
whence,abstract,good,good whence
whence,abstract,recent,recent whence
whence,abstract,typical,typical whence
whence,abstract,possible,possible whence
whence,abstract,alleged,alleged whence
whence,abstract,dubious,dubious whence
indie,abstract,good,good indie
indie,abstract,recent,recent indie
indie,abstract,typical,typical indie
indie,abstract,possible,possible indie
indie,abstract,alleged,alleged indie
indie,abstract,dubious,dubious indie
dignity,abstract,good,good dignity
dignity,abstract,recent,recent dignity
dignity,abstract,typical,typical dignity
dignity,abstract,possible,possible dignity
dignity,abstract,alleged,alleged dignity
dignity,abstract,dubious,dubious dignity
wedlock,abstract,good,good wedlock
wedlock,abstract,recent,recent wedlock
wedlock,abstract,typical,typical wedlock
wedlock,abstract,possible,possible wedlock
wedlock,abstract,alleged,alleged wedlock
wedlock,abstract,dubious,dubious wedlock
mania,abstract,good,good mania
mania,abstract,recent,recent mania
mania,abstract,typical,typical mania
mania,abstract,possible,possible mania
mania,abstract,alleged,alleged mania
mania,abstract,dubious,dubious mania
lust,abstract,good,good lust
lust,abstract,recent,recent lust
lust,abstract,typical,typical lust
lust,abstract,possible,possible lust
lust,abstract,alleged,alleged lust
lust,abstract,dubious,dubious lust
heresy,abstract,good,good heresy
heresy,abstract,recent,recent heresy
heresy,abstract,typical,typical heresy
heresy,abstract,possible,possible heresy
heresy,abstract,alleged,alleged heresy
heresy,abstract,dubious,dubious heresy
rivalry,abstract,good,good rivalry
rivalry,abstract,recent,recent rivalry
rivalry,abstract,typical,typical rivalry
rivalry,abstract,possible,possible rivalry
rivalry,abstract,alleged,alleged rivalry
rivalry,abstract,dubious,dubious rivalry
debacle,abstract,good,good debacle
debacle,abstract,recent,recent debacle
debacle,abstract,typical,typical debacle
debacle,abstract,possible,possible debacle
debacle,abstract,alleged,alleged debacle
debacle,abstract,dubious,dubious debacle
pride,abstract,good,good pride
pride,abstract,recent,recent pride
pride,abstract,typical,typical pride
pride,abstract,possible,possible pride
pride,abstract,alleged,alleged pride
pride,abstract,dubious,dubious pride
variety,abstract,good,good variety
variety,abstract,recent,recent variety
variety,abstract,typical,typical variety
variety,abstract,possible,possible variety
variety,abstract,alleged,alleged variety
variety,abstract,dubious,dubious variety
motif,abstract,good,good motif
motif,abstract,recent,recent motif
motif,abstract,typical,typical motif
motif,abstract,possible,possible motif
motif,abstract,alleged,alleged motif
motif,abstract,dubious,dubious motif
lament,abstract,good,good lament
lament,abstract,recent,recent lament
lament,abstract,typical,typical lament
lament,abstract,possible,possible lament
lament,abstract,alleged,alleged lament
lament,abstract,dubious,dubious lament
wannabe,abstract,good,good wannabe
wannabe,abstract,recent,recent wannabe
wannabe,abstract,typical,typical wannabe
wannabe,abstract,possible,possible wannabe
wannabe,abstract,alleged,alleged wannabe
wannabe,abstract,dubious,dubious wannabe
control,abstract,good,good control
control,abstract,recent,recent control
control,abstract,typical,typical control
control,abstract,possible,possible control
control,abstract,alleged,alleged control
control,abstract,dubious,dubious control
doubt,abstract,good,good doubt
doubt,abstract,recent,recent doubt
doubt,abstract,typical,typical doubt
doubt,abstract,possible,possible doubt
doubt,abstract,alleged,alleged doubt
doubt,abstract,dubious,dubious doubt
ruse,abstract,good,good ruse
ruse,abstract,recent,recent ruse
ruse,abstract,typical,typical ruse
ruse,abstract,possible,possible ruse
ruse,abstract,alleged,alleged ruse
ruse,abstract,dubious,dubious ruse
variant,abstract,good,good variant
variant,abstract,recent,recent variant
variant,abstract,typical,typical variant
variant,abstract,possible,possible variant
variant,abstract,alleged,alleged variant
variant,abstract,dubious,dubious variant
fate,abstract,good,good fate
fate,abstract,recent,recent fate
fate,abstract,typical,typical fate
fate,abstract,possible,possible fate
fate,abstract,alleged,alleged fate
fate,abstract,dubious,dubious fate
nuance,abstract,good,good nuance
nuance,abstract,recent,recent nuance
nuance,abstract,typical,typical nuance
nuance,abstract,possible,possible nuance
nuance,abstract,alleged,alleged nuance
nuance,abstract,dubious,dubious nuance
desire,abstract,good,good desire
desire,abstract,recent,recent desire
desire,abstract,typical,typical desire
desire,abstract,possible,possible desire
desire,abstract,alleged,alleged desire
desire,abstract,dubious,dubious desire
jest,abstract,good,good jest
jest,abstract,recent,recent jest
jest,abstract,typical,typical jest
jest,abstract,possible,possible jest
jest,abstract,alleged,alleged jest
jest,abstract,dubious,dubious jest
amnesty,abstract,good,good amnesty
amnesty,abstract,recent,recent amnesty
amnesty,abstract,typical,typical amnesty
amnesty,abstract,possible,possible amnesty
amnesty,abstract,alleged,alleged amnesty
amnesty,abstract,dubious,dubious amnesty
novelty,abstract,good,good novelty
novelty,abstract,recent,recent novelty
novelty,abstract,typical,typical novelty
novelty,abstract,possible,possible novelty
novelty,abstract,alleged,alleged novelty
novelty,abstract,dubious,dubious novelty
tyranny,abstract,good,good tyranny
tyranny,abstract,recent,recent tyranny
tyranny,abstract,typical,typical tyranny
tyranny,abstract,possible,possible tyranny
tyranny,abstract,alleged,alleged tyranny
tyranny,abstract,dubious,dubious tyranny
dissent,abstract,good,good dissent
dissent,abstract,recent,recent dissent
dissent,abstract,typical,typical dissent
dissent,abstract,possible,possible dissent
dissent,abstract,alleged,alleged dissent
dissent,abstract,dubious,dubious dissent
midst,abstract,good,good midst
midst,abstract,recent,recent midst
midst,abstract,typical,typical midst
midst,abstract,possible,possible midst
midst,abstract,alleged,alleged midst
midst,abstract,dubious,dubious midst
curate,abstract,good,good curate
curate,abstract,recent,recent curate
curate,abstract,typical,typical curate
curate,abstract,possible,possible curate
curate,abstract,alleged,alleged curate
curate,abstract,dubious,dubious curate
qualm,abstract,good,good qualm
qualm,abstract,recent,recent qualm
qualm,abstract,typical,typical qualm
qualm,abstract,possible,possible qualm
qualm,abstract,alleged,alleged qualm
qualm,abstract,dubious,dubious qualm
vantage,abstract,good,good vantage
vantage,abstract,recent,recent vantage
vantage,abstract,typical,typical vantage
vantage,abstract,possible,possible vantage
vantage,abstract,alleged,alleged vantage
vantage,abstract,dubious,dubious vantage
exile,abstract,good,good exile
exile,abstract,recent,recent exile
exile,abstract,typical,typical exile
exile,abstract,possible,possible exile
exile,abstract,alleged,alleged exile
exile,abstract,dubious,dubious exile
method,abstract,good,good method
method,abstract,recent,recent method
method,abstract,typical,typical method
method,abstract,possible,possible method
method,abstract,alleged,alleged method
method,abstract,dubious,dubious method
brunt,abstract,good,good brunt
brunt,abstract,recent,recent brunt
brunt,abstract,typical,typical brunt
brunt,abstract,possible,possible brunt
brunt,abstract,alleged,alleged brunt
brunt,abstract,dubious,dubious brunt
conceit,abstract,good,good conceit
conceit,abstract,recent,recent conceit
conceit,abstract,typical,typical conceit
conceit,abstract,possible,possible conceit
conceit,abstract,alleged,alleged conceit
conceit,abstract,dubious,dubious conceit
nil,abstract,good,good nil
nil,abstract,recent,recent nil
nil,abstract,typical,typical nil
nil,abstract,possible,possible nil
nil,abstract,alleged,alleged nil
nil,abstract,dubious,dubious nil
morale,abstract,good,good morale
morale,abstract,recent,recent morale
morale,abstract,typical,typical morale
morale,abstract,possible,possible morale
morale,abstract,alleged,alleged morale
morale,abstract,dubious,dubious morale
verge,abstract,good,good verge
verge,abstract,recent,recent verge
verge,abstract,typical,typical verge
verge,abstract,possible,possible verge
verge,abstract,alleged,alleged verge
verge,abstract,dubious,dubious verge
scandal,abstract,good,good scandal
scandal,abstract,recent,recent scandal
scandal,abstract,typical,typical scandal
scandal,abstract,possible,possible scandal
scandal,abstract,alleged,alleged scandal
scandal,abstract,dubious,dubious scandal
finesse,abstract,good,good finesse
finesse,abstract,recent,recent finesse
finesse,abstract,typical,typical finesse
finesse,abstract,possible,possible finesse
finesse,abstract,alleged,alleged finesse
